,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,casualty_home_area_type,casualty_imd_decile,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,labels
2767,1.0,2,32,6,0,0,0,0,1,3,2,1,6,3,30,3,4,6,0,1,1,1,1,4,0,1,2,19.0
2801,3.0,2,17,4,5,1,0,0,1,8,1,1,6,3,30,99,9,6,9,9,1,1,1,9,9,1,2,23.0
2811,3.0,1,44,7,10,9,0,0,1,3,1,1,5,6,20,3,9,6,9,9,1,9,9,9,9,1,2,23.0
2819,3.0,1,53,8,5,3,0,0,1,3,1,1,7,3,20,3,4,6,0,0,1,1,1,4,0,1,2,19.0
2824,1.0,1,43,7,0,0,0,0,1,3,1,1,5,3,30,1,2,5,0,0,1,1,1,9,0,2,2,23.0
2832,1.0,2,32,6,0,0,0,0,1,1,2,1,7,3,20,6,2,3,9,5,7,1,1,9,9,1,2,23.0
2841,2.0,2,42,7,0,0,1,0,1,4,2,1,7,3,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
2852,1.0,2,26,6,0,0,0,0,1,5,2,1,1,3,30,7,2,3,2,1,1,1,1,4,0,1,2,19.0
2853,1.0,2,59,9,0,0,0,0,1,2,2,2,7,3,30,99,9,6,9,9,1,1,1,9,9,1,2,23.0
2888,1.0,1,38,7,0,0,0,0,1,2,2,2,7,6,20,3,3,3,0,0,1,9,1,9,0,1,2,23.0
2943,1.0,1,61,9,0,0,0,0,1,8,3,1,5,3,30,5,9,1,9,9,7,9,9,9,9,2,2,23.0
2973,3.0,1,40,7,1,1,0,0,1,9,1,1,3,5,30,6,2,5,0,5,4,1,2,4,0,1,2,11.0
3020,3.0,2,41,7,1,9,0,0,1,1,1,1,4,6,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
3021,1.0,1,30,6,0,0,0,0,3,7,1,1,3,3,30,6,2,3,0,5,1,3,3,9,9,1,2,15.0
3041,1.0,2,59,9,0,0,0,0,1,4,2,1,6,3,20,1,2,3,0,0,1,1,2,9,0,1,2,23.0
3066,1.0,1,54,8,0,0,0,0,1,2,2,1,6,3,30,3,2,3,0,9,1,2,2,5,9,1,2,20.0
3085,2.0,1,65,9,0,0,2,0,1,5,1,1,1,3,30,3,4,6,0,0,4,2,2,5,0,1,2,12.0
3086,1.0,1,18,4,0,0,0,0,1,4,2,3,7,3,30,1,4,3,9,9,1,1,1,9,9,1,2,23.0
3144,1.0,1,28,6,0,0,0,0,1,6,2,1,2,6,30,99,9,6,9,9,1,9,9,9,0,1,2,23.0
3178,1.0,1,34,6,0,0,0,0,1,2,2,1,6,3,30,99,9,6,9,9,4,9,9,9,9,1,2,23.0
3179,1.0,1,29,6,0,0,0,0,1,1,2,1,7,3,30,6,4,3,0,0,4,9,2,9,0,1,2,23.0
3184,1.0,1,32,6,0,0,0,0,1,3,2,1,3,3,30,6,2,4,0,1,1,1,1,1,0,1,2,8.0
3199,3.0,1,24,5,1,9,0,0,1,5,1,1,3,3,30,3,9,6,0,9,1,1,2,9,9,1,2,23.0
3202,1.0,1,29,6,0,0,0,0,1,2,2,1,7,6,30,3,9,6,0,0,7,8,2,9,0,1,2,23.0
3224,1.0,2,35,6,0,0,0,0,1,2,1,1,3,3,20,8,2,6,9,9,4,1,1,4,9,1,2,19.0
3237,1.0,1,59,9,0,0,0,0,1,9,2,1,4,3,30,99,9,6,9,9,4,1,1,9,9,1,2,23.0
3240,1.0,2,31,6,0,0,0,0,1,5,2,2,4,3,30,6,3,3,0,5,1,1,2,4,0,1,2,19.0
3241,1.0,2,70,10,0,0,0,0,1,6,2,2,4,3,30,6,3,3,0,5,1,1,2,4,0,1,2,19.0
3244,3.0,2,4,1,10,9,0,0,1,3,1,1,6,6,20,99,9,6,9,9,4,9,9,9,9,1,2,23.0
3260,1.0,1,22,5,0,0,0,0,1,5,2,1,3,6,30,9,9,6,9,9,1,9,9,9,9,1,2,23.0
3295,1.0,2,31,6,0,0,0,0,1,6,2,1,5,3,30,99,9,6,9,9,1,1,1,9,9,1,2,23.0
3310,1.0,1,35,6,0,0,0,0,1,3,2,1,4,4,30,3,4,6,1,5,1,1,1,5,9,1,2,20.0
3315,1.0,1,56,9,0,0,0,0,1,4,2,1,3,3,30,3,9,3,9,9,1,9,9,9,9,1,2,23.0
3334,1.0,1,28,6,0,0,0,0,1,3,2,1,5,3,20,3,3,6,0,0,4,1,1,4,2,1,2,11.0
3335,3.0,1,5,1,6,9,0,0,1,2,1,1,5,6,20,3,4,6,0,0,1,1,1,4,0,1,2,19.0
3342,3.0,1,16,4,9,5,0,0,1,2,1,1,5,6,20,3,9,6,9,9,4,9,1,9,0,1,2,23.0
3424,1.0,2,39,7,0,0,0,0,1,1,2,1,7,3,30,7,2,3,0,0,1,1,2,4,0,1,2,19.0
3430,1.0,2,14,3,0,0,0,0,1,9,2,1,7,4,30,1,9,4,0,1,1,1,2,9,0,1,2,23.0
3434,1.0,1,20,4,0,0,0,0,1,6,2,1,7,3,30,6,2,4,9,5,1,1,1,3,0,1,2,18.0
3437,1.0,1,40,7,0,0,0,0,1,3,2,1,7,6,20,6,9,6,9,9,4,1,1,9,0,1,2,23.0
3440,1.0,1,26,6,0,0,0,0,1,3,3,1,6,3,20,3,9,3,0,5,4,2,2,9,0,1,2,23.0
3442,2.0,2,27,6,0,0,2,0,1,4,2,1,7,3,30,3,2,6,9,5,1,8,2,9,0,1,2,23.0
3445,1.0,2,30,6,0,0,0,0,1,3,2,1,3,6,20,3,4,3,0,0,1,1,1,4,0,1,2,19.0
3479,1.0,1,40,7,0,0,0,0,1,6,2,1,4,3,30,3,4,6,0,5,1,2,2,9,0,2,2,23.0
3499,1.0,1,52,8,0,0,0,0,1,9,2,1,2,3,30,3,9,5,9,9,1,1,2,9,9,1,2,23.0
3521,1.0,2,43,7,0,0,0,0,1,3,2,1,3,6,20,3,4,3,9,9,4,9,9,9,9,1,2,23.0
3537,1.0,1,35,6,0,0,0,0,1,3,2,1,7,3,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
3541,1.0,1,28,6,0,0,0,0,1,6,2,1,2,3,30,9,4,6,0,0,4,2,2,4,0,1,2,19.0
3550,1.0,2,23,5,0,0,0,0,1,6,2,1,2,6,30,99,9,6,9,9,1,2,2,9,0,1,2,23.0
3553,3.0,2,33,6,6,9,0,0,1,6,1,1,3,3,30,3,2,6,0,0,1,1,1,4,0,1,2,19.0
3564,1.0,1,19,4,0,0,0,0,3,8,2,1,5,3,40,3,2,3,0,1,1,2,2,3,0,1,2,18.0
3580,1.0,1,25,5,0,0,0,0,1,2,2,1,3,4,20,3,4,6,0,4,1,1,1,6,0,1,2,21.0
3588,1.0,1,23,5,0,0,0,0,1,7,2,1,1,3,30,3,9,6,9,9,1,9,9,9,0,1,2,23.0
3600,3.0,2,32,6,10,9,0,0,1,2,1,1,3,6,20,99,9,6,9,9,4,1,1,9,9,1,2,23.0
3605,1.0,1,25,5,0,0,0,0,1,5,2,1,3,3,30,3,9,4,9,9,4,1,1,9,9,1,2,23.0
3619,3.0,2,87,11,10,9,0,0,1,7,1,1,6,3,20,99,9,6,9,9,1,1,1,9,9,1,2,23.0
3625,1.0,1,38,7,0,0,0,0,1,9,2,1,4,3,30,3,9,3,9,9,7,9,9,9,9,1,2,23.0
3652,1.0,2,32,6,0,0,0,0,1,4,2,1,4,6,30,99,9,6,9,9,1,1,9,9,9,1,2,23.0
3655,2.0,1,62,9,0,0,0,3,1,3,1,1,4,3,30,9,4,6,0,0,4,1,1,4,0,1,2,19.0
3660,1.0,1,47,8,0,0,0,0,1,4,2,2,3,6,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
3661,2.0,2,35,6,0,0,9,0,1,4,2,2,3,6,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
3662,1.0,1,39,7,0,0,0,0,1,3,2,1,1,6,30,99,9,6,9,9,7,9,9,9,9,1,2,23.0
3670,3.0,2,22,5,10,9,0,0,1,2,1,1,4,3,20,3,2,6,9,5,7,9,9,9,9,1,2,23.0
3681,1.0,1,30,6,0,0,0,0,1,2,2,1,7,3,20,3,4,6,9,9,4,2,2,9,0,1,2,23.0
3688,1.0,1,22,5,0,0,0,0,1,3,2,1,1,3,30,3,9,6,9,9,4,9,9,9,9,1,2,23.0
3706,3.0,2,18,4,5,1,0,0,1,2,1,1,5,3,30,3,4,6,0,0,4,1,1,4,0,1,2,19.0
3716,1.0,2,25,5,0,0,0,0,1,3,2,1,4,3,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
3740,1.0,1,24,5,0,0,0,0,1,2,2,1,3,3,30,3,9,6,9,9,4,9,9,9,9,1,2,23.0
3753,1.0,1,42,7,0,0,0,0,1,4,2,1,6,4,20,7,1,5,0,1,1,1,1,1,0,1,2,16.0
3755,1.0,1,38,7,0,0,0,0,1,4,2,1,6,3,30,3,2,3,0,5,1,1,1,4,0,1,2,11.0
3781,1.0,2,40,7,0,0,0,0,1,3,2,1,6,3,30,3,4,6,9,5,4,1,1,9,0,1,2,23.0
3790,1.0,1,40,7,0,0,0,0,1,1,2,1,7,3,30,9,4,6,0,1,1,1,2,4,2,1,2,19.0
3839,1.0,1,35,6,0,0,0,0,1,5,2,1,1,5,20,3,4,6,0,0,1,1,2,4,2,1,2,19.0
3841,2.0,2,26,6,0,0,2,0,1,5,2,2,1,3,30,6,2,5,0,4,1,1,2,1,0,1,2,0.0
3842,2.0,1,25,5,0,0,2,0,1,3,2,2,1,3,30,6,2,5,0,4,1,1,2,1,0,1,2,0.0
3863,3.0,2,28,6,1,9,0,0,1,6,1,1,1,4,30,6,2,5,0,5,7,1,2,4,0,1,2,11.0
3868,1.0,1,20,4,0,0,0,0,1,4,3,1,3,3,20,3,9,3,0,5,1,8,3,9,0,1,2,23.0
3875,1.0,2,52,8,0,0,0,0,1,7,2,1,1,3,50,3,4,6,0,0,7,1,4,9,0,1,2,23.0
3880,1.0,1,22,5,0,0,0,0,1,2,2,1,7,3,20,3,9,6,9,9,7,9,9,9,9,1,2,23.0
3890,3.0,1,38,7,9,5,0,0,1,4,1,1,7,6,20,5,9,3,0,7,1,3,3,9,0,1,2,23.0
3927,1.0,1,49,8,0,0,0,0,1,6,2,1,2,3,20,3,4,6,0,4,4,9,1,9,0,1,2,15.0
3929,3.0,2,61,9,5,9,0,0,1,6,1,1,5,3,30,3,9,6,9,9,7,3,3,9,0,1,2,23.0
3930,1.0,1,42,7,0,0,0,0,1,3,2,1,4,3,30,7,9,3,9,9,4,1,1,9,9,1,2,23.0
3937,1.0,1,29,6,0,0,0,0,1,2,2,1,4,6,30,9,4,6,0,0,4,6,9,9,0,1,2,23.0
3980,1.0,1,42,7,0,0,0,0,1,9,2,1,4,3,30,3,4,6,0,0,1,1,1,4,0,2,2,19.0
3982,3.0,1,9,2,1,1,0,0,1,6,1,1,4,3,30,6,2,5,0,4,1,1,1,4,0,1,2,19.0
3991,1.0,1,40,7,0,0,0,0,1,2,2,1,1,5,30,3,9,6,9,9,1,9,9,9,9,1,2,23.0
4013,1.0,2,59,9,0,0,0,0,1,6,1,1,4,3,20,99,9,6,0,0,1,1,1,9,0,1,2,23.0
4037,1.0,1,24,5,0,0,0,0,1,1,2,1,4,6,20,99,9,6,0,0,1,1,1,9,0,1,2,23.0
4048,3.0,1,42,7,5,3,0,0,1,4,1,1,3,4,30,6,4,4,0,0,1,3,1,9,0,1,2,23.0
4049,1.0,1,25,5,0,0,0,0,1,1,2,1,4,3,30,3,9,6,9,9,1,1,1,9,9,1,2,23.0
4071,3.0,1,41,7,5,3,0,0,1,3,1,2,7,6,20,99,9,3,9,9,4,2,2,9,0,1,2,15.0
4072,3.0,2,37,7,5,3,0,0,1,3,1,2,7,6,20,99,9,3,9,9,4,2,2,9,0,1,2,15.0
4086,1.0,1,54,8,0,0,0,0,1,9,1,1,4,3,30,99,9,6,0,5,4,8,1,3,0,1,2,10.0
4101,1.0,1,26,6,0,0,0,0,1,4,2,1,6,6,30,99,9,3,9,5,1,1,1,9,0,1,2,23.0
4108,3.0,2,36,7,6,9,0,0,1,2,1,1,4,6,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
4121,1.0,1,53,8,0,0,0,0,1,5,2,1,6,3,30,3,2,3,0,5,1,1,1,4,0,1,2,19.0
4123,1.0,1,41,7,0,0,0,0,1,3,2,1,5,3,30,6,9,3,9,9,4,1,1,9,9,1,2,23.0
4172,2.0,2,49,8,0,0,1,0,1,6,2,1,7,6,30,3,4,6,0,0,1,1,1,3,0,1,2,18.0
4174,1.0,2,32,6,0,0,0,0,1,2,2,1,7,3,30,8,9,6,0,1,1,9,9,9,9,1,2,23.0
4195,1.0,1,27,6,0,0,0,0,1,3,2,1,7,6,20,9,4,6,0,0,4,1,1,4,0,1,2,19.0
4197,1.0,2,26,6,0,0,0,0,1,6,2,1,7,3,30,2,4,3,0,1,4,1,1,4,3,1,2,19.0
4205,1.0,1,19,4,0,0,0,0,1,2,2,1,7,4,30,1,4,4,9,9,7,8,1,9,9,1,2,23.0
4211,1.0,1,37,7,0,0,0,0,1,7,2,1,1,3,30,7,2,3,0,5,1,1,1,1,0,1,2,16.0
4231,3.0,1,67,10,10,9,0,0,1,2,1,1,1,3,30,3,9,6,9,9,1,1,1,9,9,1,2,15.0
4238,1.0,1,18,4,0,0,0,0,1,3,2,1,1,3,30,3,2,6,9,9,1,9,9,9,9,1,2,23.0
4248,1.0,1,56,9,0,0,0,0,1,9,2,1,1,6,30,99,9,3,9,0,1,1,1,9,9,1,2,23.0
4255,1.0,1,29,6,0,0,0,0,1,4,2,2,2,3,30,6,2,3,0,4,4,1,1,4,2,1,2,19.0
4256,2.0,1,31,6,0,0,1,0,1,2,2,2,2,3,30,6,2,3,0,4,4,1,1,4,2,1,2,19.0
4294,3.0,2,57,9,1,1,0,0,1,2,1,1,2,3,30,6,2,3,0,9,1,1,1,9,0,1,2,23.0
4316,2.0,2,51,8,0,0,9,0,1,10,1,1,7,3,30,99,9,6,9,9,4,9,9,9,9,1,2,15.0
4321,1.0,2,32,6,0,0,0,0,1,2,2,1,3,6,30,3,9,3,0,9,1,1,2,9,0,1,2,23.0
4357,3.0,2,29,6,6,9,0,0,1,2,1,1,4,3,30,9,9,6,9,9,1,2,2,9,0,1,2,23.0
4358,1.0,1,52,8,0,0,0,0,1,2,2,1,2,4,30,6,9,5,2,9,4,1,9,9,9,1,2,23.0
4379,1.0,1,37,7,0,0,0,0,1,3,2,1,3,3,30,6,2,3,9,9,4,9,9,9,0,1,2,23.0
4404,1.0,1,55,8,0,0,0,0,1,8,1,1,5,6,30,99,9,6,9,9,1,9,9,9,9,1,2,23.0
4416,1.0,2,29,6,0,0,0,0,1,4,2,1,6,3,20,3,9,6,9,9,4,5,9,9,9,1,2,23.0
4417,2.0,2,5,1,0,0,0,4,1,3,1,2,5,3,30,6,4,5,0,4,1,1,1,1,0,1,2,16.0
4452,3.0,2,65,9,8,9,0,0,1,4,1,1,5,3,20,3,9,6,9,9,1,9,9,9,9,1,2,23.0
4476,2.0,1,16,4,0,0,0,4,1,3,3,5,6,3,30,3,4,6,0,0,1,2,2,4,0,1,2,19.0
4477,2.0,1,47,8,0,0,0,4,1,3,3,5,6,3,30,3,4,6,0,0,1,2,2,4,0,1,2,19.0
4478,2.0,2,48,8,0,0,0,4,1,2,3,5,6,3,30,3,4,6,0,0,1,2,2,4,0,1,2,19.0
4479,1.0,1,37,7,0,0,0,0,1,2,3,5,6,3,30,3,4,6,0,0,1,2,2,4,0,1,2,19.0
4551,1.0,1,31,6,0,0,0,0,1,1,1,1,1,6,20,6,2,3,0,5,7,1,2,9,9,1,2,23.0
4566,1.0,1,23,5,0,0,0,0,1,5,2,1,1,3,20,3,4,6,9,5,1,1,1,9,0,1,2,23.0
4621,3.0,1,57,9,10,9,0,0,1,7,1,1,2,3,30,3,4,3,0,9,4,1,2,4,0,1,2,11.0
4649,1.0,1,58,9,0,0,0,0,1,2,2,1,7,3,30,99,9,6,9,9,7,9,9,9,9,1,2,23.0
4650,1.0,1,43,7,0,0,0,0,3,7,1,1,5,6,20,6,2,3,0,5,1,2,2,9,0,1,2,23.0
4653,1.0,1,62,9,0,0,0,0,1,2,3,1,4,3,30,6,2,3,0,5,1,1,1,4,0,1,2,19.0
4689,1.0,1,28,6,0,0,0,0,1,9,1,1,5,3,30,3,2,3,0,5,1,1,1,6,0,1,2,21.0
4690,1.0,1,44,7,0,0,0,0,1,3,2,1,5,4,30,3,4,6,9,9,4,1,1,9,9,1,2,23.0
4694,3.0,1,78,11,10,9,0,0,1,5,1,1,4,5,30,3,4,6,9,9,1,9,9,9,9,1,2,15.0
4695,1.0,2,31,6,0,0,0,0,1,2,2,1,6,3,30,3,9,6,9,9,1,9,9,9,9,1,2,23.0
4696,1.0,1,39,7,0,0,0,0,1,3,2,1,6,3,30,3,4,6,0,0,4,1,1,9,0,1,2,23.0
4704,1.0,1,31,6,0,0,0,0,1,7,2,1,6,5,30,3,9,6,9,9,1,2,9,9,9,1,2,23.0
4774,1.0,1,25,5,0,0,0,0,1,3,2,1,6,3,50,1,2,3,9,5,6,1,1,9,0,1,2,23.0
4799,2.0,2,8,2,0,0,1,0,1,4,2,2,6,3,40,1,4,3,0,0,7,1,1,1,0,1,2,16.0
4800,2.0,2,35,6,0,0,2,0,1,4,2,2,6,3,40,1,4,3,0,0,7,1,1,1,0,1,2,16.0
4830,1.0,2,56,9,0,0,0,0,1,7,2,1,6,6,20,2,9,4,9,9,1,1,1,9,0,1,2,15.0
4866,1.0,1,28,6,0,0,0,0,1,2,2,1,7,3,30,1,9,6,0,0,4,1,1,5,9,1,2,12.0
4880,2.0,2,15,3,0,0,1,0,1,4,1,1,1,6,20,7,4,6,0,0,1,2,2,5,0,1,2,20.0
4894,3.0,1,9,2,10,9,0,0,1,2,1,1,5,5,30,3,9,6,9,9,1,1,1,9,9,1,2,23.0
4898,1.0,1,51,8,0,0,0,0,1,2,2,1,2,3,20,3,4,6,0,0,1,1,2,4,0,1,2,19.0
4901,1.0,1,34,6,0,0,0,0,1,9,2,1,5,3,30,3,2,5,9,9,7,9,9,9,9,1,2,23.0
4915,1.0,1,20,4,0,0,0,0,1,2,1,2,2,3,40,3,2,6,9,0,1,2,2,9,0,1,2,23.0
4941,1.0,1,77,11,0,0,0,0,1,4,2,1,1,3,30,3,9,6,9,9,7,9,9,9,9,1,2,23.0
4980,1.0,2,26,6,0,0,0,0,1,1,1,1,3,5,20,3,4,5,0,8,4,1,1,1,0,1,2,16.0
4992,1.0,1,28,6,0,0,0,0,1,5,2,1,3,3,30,3,2,5,9,9,1,1,1,5,0,1,2,20.0
5000,3.0,1,41,7,9,7,0,0,1,4,1,1,2,3,30,3,9,6,9,9,4,9,9,9,9,1,2,23.0
5002,3.0,1,12,3,1,1,0,0,1,1,1,1,4,3,30,3,2,4,0,5,1,1,1,1,0,1,2,8.0
5005,1.0,1,35,6,0,0,0,0,1,7,1,1,4,3,30,3,9,3,9,9,1,9,9,7,9,1,2,22.0
5022,1.0,1,52,8,0,0,0,0,1,2,2,1,4,4,30,3,9,6,0,5,1,1,1,9,0,1,2,15.0
5056,1.0,1,21,5,0,0,0,0,1,3,2,1,4,5,30,1,9,5,9,9,7,9,9,9,9,1,2,23.0
5057,3.0,2,54,8,10,9,0,0,1,3,1,1,2,4,30,3,9,3,0,9,7,9,1,9,9,1,2,23.0
5063,3.0,2,25,5,1,9,0,0,1,2,1,1,5,3,30,3,4,6,0,1,4,9,9,9,9,1,2,23.0
5128,1.0,1,35,6,0,0,0,0,1,2,1,2,6,5,20,3,9,6,0,0,7,8,1,9,0,1,2,23.0
5132,1.0,1,39,7,0,0,0,0,1,2,2,1,6,6,30,99,9,6,9,1,1,1,1,9,9,1,2,23.0
5193,1.0,1,67,10,0,0,0,0,1,6,2,1,7,4,20,99,9,6,9,9,1,1,1,9,0,1,2,15.0
5265,1.0,1,24,5,0,0,0,0,1,3,2,1,2,3,20,3,4,6,0,4,1,1,1,4,0,1,2,19.0
5274,1.0,1,26,6,0,0,0,0,1,3,2,1,6,3,20,6,2,6,9,5,1,1,1,9,9,1,2,23.0
5277,1.0,1,28,6,0,0,0,0,1,1,3,1,2,3,40,3,2,6,9,5,1,1,1,9,9,1,2,23.0
5286,3.0,1,3,1,1,1,0,0,1,1,1,1,6,4,30,3,9,6,0,1,1,9,1,9,0,1,2,23.0
5298,1.0,2,28,6,0,0,0,0,1,3,2,1,4,3,30,3,4,6,9,9,1,9,9,9,9,1,2,23.0
5300,1.0,2,38,7,0,0,0,0,1,3,2,2,5,3,30,6,9,4,9,9,4,1,1,9,9,1,2,23.0
5301,2.0,1,40,7,0,0,9,0,1,2,2,2,5,3,30,6,9,4,9,9,4,1,1,9,9,1,2,23.0
5314,1.0,2,52,8,0,0,0,0,1,4,2,1,1,3,30,1,4,3,9,1,1,1,1,9,0,1,2,23.0
5340,2.0,1,32,6,0,0,0,0,1,2,1,1,3,3,30,3,3,6,0,0,1,1,1,4,0,1,2,19.0
5359,1.0,1,57,9,0,0,0,0,1,2,2,1,5,3,30,6,9,3,9,9,1,9,9,9,9,1,2,23.0
5385,1.0,1,28,6,0,0,0,0,1,5,2,1,4,4,20,6,4,4,9,5,1,1,1,9,0,1,2,23.0
5386,3.0,1,54,8,6,9,0,0,1,2,1,2,4,3,30,3,1,5,0,4,1,1,1,1,0,1,2,16.0
5387,3.0,1,55,8,6,9,0,0,1,1,1,2,4,3,30,3,1,5,0,4,1,1,1,1,0,1,2,16.0
5395,1.0,2,36,7,0,0,0,0,1,6,1,3,4,3,20,1,2,3,0,9,7,8,1,9,0,1,2,23.0
5408,1.0,1,26,6,0,0,0,0,1,2,2,1,5,3,30,1,4,5,9,9,1,1,1,9,9,1,2,23.0
5409,1.0,2,49,8,0,0,0,0,2,8,2,1,7,1,30,1,4,3,9,9,7,9,9,9,9,2,1,23.0
5410,1.0,1,31,6,0,0,0,0,1,5,1,1,6,3,30,3,9,4,9,5,4,1,1,9,0,1,2,23.0
5412,3.0,1,55,8,10,9,0,0,1,4,1,1,7,3,30,3,9,5,9,9,7,9,9,9,9,1,2,23.0
5445,1.0,1,51,8,0,0,0,0,1,9,2,1,5,3,30,1,4,6,2,1,1,1,1,3,0,1,2,18.0
5449,3.0,2,71,10,6,9,0,0,1,1,1,1,5,3,30,3,4,6,0,0,1,1,1,6,0,1,2,21.0
5474,1.0,1,38,7,0,0,0,0,1,2,2,1,4,3,20,6,2,4,9,9,1,1,1,9,9,1,2,23.0
5483,1.0,1,28,6,0,0,0,0,1,3,2,1,1,3,30,3,9,5,9,9,4,9,9,9,9,1,2,23.0
5486,1.0,1,35,6,0,0,0,0,1,3,2,2,6,6,30,6,4,6,0,0,1,1,1,5,0,1,2,20.0
5487,1.0,2,42,7,0,0,0,0,1,5,2,2,6,6,30,6,4,6,0,0,1,1,1,5,0,1,2,20.0
5489,1.0,1,32,6,0,0,0,0,1,2,2,1,4,3,30,3,4,3,9,9,1,1,1,3,0,1,2,10.0
5498,1.0,1,36,7,0,0,0,0,1,4,2,1,4,3,30,7,9,3,9,9,1,2,2,9,9,1,2,23.0
5573,1.0,1,30,6,0,0,0,0,1,4,2,1,6,3,20,6,9,3,9,9,1,1,1,9,9,1,2,23.0
5590,1.0,1,38,7,0,0,0,0,1,3,2,1,7,3,50,5,4,5,0,0,4,1,1,4,2,1,2,19.0
5630,1.0,2,22,5,0,0,0,0,1,6,2,3,7,3,30,1,9,3,0,5,4,2,2,9,0,1,2,15.0
5652,1.0,1,38,7,0,0,0,0,1,1,1,1,5,5,20,6,9,5,9,9,1,1,9,9,9,1,2,15.0
5662,3.0,1,21,5,5,1,0,0,1,3,1,1,3,6,30,3,9,6,9,9,1,9,9,7,9,1,2,14.0
5680,1.0,1,37,7,0,0,0,0,1,4,2,1,1,3,30,1,2,3,0,9,1,1,1,9,0,1,2,23.0
5685,1.0,1,32,6,0,0,0,0,1,3,2,1,2,3,30,1,9,3,9,9,1,9,9,9,9,1,2,23.0
5691,1.0,1,29,6,0,0,0,0,1,6,2,2,2,6,30,2,4,6,0,0,4,1,1,1,0,1,2,16.0
5692,1.0,1,50,8,0,0,0,0,1,9,2,2,2,6,30,2,4,6,0,0,4,1,1,1,0,1,2,16.0
5698,1.0,1,35,6,0,0,0,0,1,4,2,1,4,6,30,99,9,3,9,9,4,1,9,9,0,1,2,23.0
5709,1.0,1,36,7,0,0,0,0,1,5,2,1,4,3,30,1,4,3,9,9,1,9,9,9,9,1,2,23.0
5710,3.0,1,46,8,10,9,0,0,1,1,1,1,2,3,30,7,9,3,9,9,6,9,9,9,9,1,2,23.0
5726,3.0,2,14,3,10,9,0,0,1,7,1,1,2,3,30,3,9,6,0,9,1,1,9,9,0,1,2,23.0
5813,2.0,1,26,6,0,0,0,4,1,2,1,1,4,3,20,3,2,5,0,1,4,1,1,4,6,1,2,11.0
5825,1.0,1,33,6,0,0,0,0,1,5,2,1,2,5,30,3,9,5,9,9,1,9,9,9,9,1,2,23.0
5830,3.0,2,38,7,5,1,0,0,1,5,1,1,5,3,30,3,9,5,0,0,1,1,1,9,0,1,2,23.0
5831,1.0,1,33,6,0,0,0,0,1,7,2,1,3,3,50,3,4,5,0,0,1,9,9,9,9,1,2,23.0
5833,1.0,2,35,6,0,0,0,0,1,9,2,1,4,6,20,6,2,6,0,9,1,1,1,4,0,1,2,19.0
5839,1.0,1,25,5,0,0,0,0,1,1,2,1,4,3,20,6,2,6,0,5,1,1,1,9,0,1,2,23.0
5863,1.0,1,27,6,0,0,0,0,1,2,2,1,5,3,20,6,2,4,0,5,1,1,1,9,0,1,2,23.0
5868,1.0,1,55,8,0,0,0,0,1,6,1,1,5,3,40,5,4,6,0,0,1,2,5,5,2,1,2,20.0
5896,1.0,1,58,9,0,0,0,0,1,3,2,1,2,3,30,1,4,4,9,9,1,1,9,9,9,1,2,23.0
5931,1.0,1,33,6,0,0,0,0,1,3,2,1,6,6,20,3,9,6,0,1,1,2,9,9,9,1,2,23.0
6034,1.0,1,30,6,0,0,0,0,1,7,2,1,1,6,20,6,9,6,9,9,1,1,1,9,9,1,2,23.0
6114,1.0,1,30,6,0,0,0,0,1,5,2,1,4,3,30,3,4,6,9,9,1,1,1,9,9,1,2,23.0
6120,1.0,1,29,6,0,0,0,0,1,2,2,1,6,3,20,99,9,6,9,9,1,9,9,9,9,1,2,23.0
6145,3.0,2,27,6,4,9,0,0,1,6,1,1,5,3,30,6,9,3,9,9,1,1,9,9,9,1,2,15.0
6166,1.0,1,36,7,0,0,0,0,1,2,2,1,4,3,30,3,4,4,0,0,1,2,2,4,0,1,2,19.0
6171,1.0,1,23,5,0,0,0,0,1,2,1,1,1,3,30,99,9,6,9,9,7,9,9,9,9,1,2,23.0
6178,3.0,1,11,3,5,3,0,0,1,2,1,1,4,6,30,3,4,6,0,0,1,2,2,4,0,1,2,11.0
6182,1.0,2,28,6,0,0,0,0,1,4,2,1,4,4,20,3,4,5,0,1,1,2,2,4,0,1,2,19.0
6197,3.0,2,71,10,5,1,0,0,1,6,1,1,4,3,30,5,4,6,0,0,1,2,2,4,2,1,2,19.0
6245,3.0,1,23,5,5,9,0,0,1,3,1,1,7,3,30,7,9,3,9,9,4,9,9,9,9,1,2,23.0
6248,3.0,2,34,6,5,1,0,0,1,4,1,1,4,6,30,3,4,3,0,9,1,8,2,9,0,1,2,23.0
